producto_id,nombre_producto,descripcion,categoria_id,marca_id,precio,costo,stock_actual,fecha_lanzamiento,url_imagen
39,Gabardina_Calvin Klein_39,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",10,63,137491,30022,95,2022-02-08,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
40,Chubasquero_Swatch_40,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",9,98,482624,34945,53,2022-07-10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
41,Poncho_Salvatore Ferragamo_41,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",8,54,210951,61007,13,2022-12-10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
42,Guantes_Omega_42,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",5,40,114934,77482,24,2022-12-08,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
43,Gabardina_ESCADA_43,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",10,94,136709,33639,76,2022-01-20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
44,Polainas_Vera Wang_44,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",11,45,437902,147344,3,2022-03-06,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
45,Polainas_Asics_45,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",11,44,480014,289608,19,2022-09-10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
46,Calcetines_Chow Tai Fook_46,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",6,22,253855,203269,66,2022-06-01,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
47,Pantalones_Diesel_47,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",2,62,271462,209820,49,2022-08-27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
48,Pantalones_Under Armour_48,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",2,34,408117,353305,98,2022-07-19,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
49,Pantalones_H&M_49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",2,12,492079,254771,84,2022-03-15,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
50,Pantalones_Zara_50,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",2,6,137386,89564,10,2022-10-31,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
51,Chaqueta_Prada_51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",1,13,97184,24725,15,2022-06-25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
52,Pantalones_Valentino_52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",2,84,126299,78174,54,2022-01-08,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
53,Chaqueta_Zara_53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",1,6,191922,115212,80,2022-04-20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
54,Mochila_Audemars Piguet_54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",12,61,351681,60095,49,2022-08-07,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
55,Pantalones_Tommy Hilfiger_55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",2,75,211813,138744,21,2022-02-02,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
56,Paraguas_Lao Feng Xiang_56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",7,72,479057,305094,4,2022-10-13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
57,Gorra_Moncler_57,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",4,16,57649,26458,45,2022-05-26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
58,Chubasquero_Victoria's Secret_58,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",9,28,348433,91454,56,2022-03-31,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
59,Mochila_Diesel_59,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",12,62,149451,33371,61,2022-05-09,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
60,Polainas_Next_60,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",11,29,174656,134660,89,2022-12-04,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
61,Bolsa_Puma_61,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",13,46,442648,392943,99,2022-02-28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
